Date,Symbol,Open,High,Low,Close,Volume
2023-07-03 00:00:00,BTC,106905.19,107169.56,100945.95,101773.67,3456001
2023-07-04 00:00:00,BTC,102712.55,110042.97,102712.55,108944.72,2115300
2023-07-05 00:00:00,BTC,110538.09,110538.09,99209.24,101625.58,4642895
2023-07-06 00:00:00,BTC,100149.9,104897.18,93601.17,94794.04,1004597
2023-07-07 00:00:00,BTC,97208.89,100471.5,91106.05,96602.03,3296317
2023-07-10 00:00:00,BTC,108224.99,108224.99,100846.54,103085.99,820883
2023-07-11 00:00:00,BTC,101426.98,108445.51,98762.54,104834.0,1110018
2023-07-12 00:00:00,BTC,101151.5,103633.0,97976.76,99992.78,956311
2023-07-13 00:00:00,BTC,103665.71,106393.09,100469.52,105581.98,1090833
2023-07-14 00:00:00,BTC,103241.31,111349.28,103241.31,106061.07,190319
2023-07-17 00:00:00,BTC,116379.83,123547.94,114573.86,119404.69,1248907
2023-07-18 00:00:00,BTC,121447.64,126526.13,116467.54,123569.43,353732
2023-07-19 00:00:00,BTC,124314.12,125107.45,119894.75,122073.66,2160967
2023-07-20 00:00:00,BTC,121677.44,124573.77,117091.9,121932.85,766000
2023-07-21 00:00:00,BTC,124292.21,125244.81,121165.52,124374.07,839633
2023-07-24 00:00:00,BTC,120628.83,129089.18,117702.46,124872.72,1640314
2023-07-25 00:00:00,BTC,121890.08,130286.41,121890.08,127403.59,2293574
2023-07-26 00:00:00,BTC,127813.61,127813.61,115070.59,120101.69,424605
2023-07-27 00:00:00,BTC,117816.02,122372.08,110994.97,114138.3,828906
2023-07-28 00:00:00,BTC,113209.96,118025.84,108891.81,111022.66,634748
2023-07-31 00:00:00,BTC,109216.78,111344.24,99095.06,101899.03,1089227
2023-08-01 00:00:00,BTC,101209.93,101876.99,98443.08,100077.4,1879191
2023-08-02 00:00:00,BTC,96427.21,110023.25,95819.2,103462.53,682744
2023-08-03 00:00:00,BTC,101087.96,110023.58,100530.42,107195.96,684546
2023-08-04 00:00:00,BTC,109881.99,117160.97,105017.22,116232.62,1132791
2023-08-07 00:00:00,BTC,117426.86,120665.96,110542.77,116095.35,2444946
2023-08-08 00:00:00,BTC,115704.95,120469.24,112566.22,115538.43,2705408
2023-08-09 00:00:00,BTC,115181.87,118248.95,102642.59,110934.9,614314
2023-08-10 00:00:00,BTC,110058.58,117981.21,107458.54,113613.08,1580541
2023-08-11 00:00:00,BTC,112461.04,121243.21,108368.23,120897.2,1609040
2023-08-14 00:00:00,BTC,115572.38,120473.75,109750.61,111971.83,714807
2023-08-15 00:00:00,BTC,114772.55,114772.55,106815.55,111068.61,1213766
2023-08-16 00:00:00,BTC,108145.51,113900.36,106920.0,110310.22,1036272
2023-08-17 00:00:00,BTC,110665.74,116094.58,106235.78,111444.53,195705
2023-08-18 00:00:00,BTC,111488.32,122018.09,111488.32,121713.71,952473
2023-08-21 00:00:00,BTC,125589.49,125589.49,119861.01,123949.32,735690
2023-08-22 00:00:00,BTC,123437.63,124168.83,116147.64,117046.93,1307470
2023-08-23 00:00:00,BTC,118522.43,120739.33,114370.69,115615.99,2506413
2023-08-24 00:00:00,BTC,114260.42,119453.64,113543.0,118934.08,515724
2023-08-25 00:00:00,BTC,114990.11,127006.29,112012.99,125732.89,2488760
2023-08-28 00:00:00,BTC,120820.36,124933.09,116581.23,119262.44,802911
2023-08-29 00:00:00,BTC,122999.64,125137.54,113374.78,116652.96,807143
2023-08-30 00:00:00,BTC,119260.5,122266.1,111353.58,118787.83,1211115
2023-08-31 00:00:00,BTC,116188.43,122702.49,115353.92,122239.31,1220986
2023-09-01 00:00:00,BTC,121911.89,129397.09,119379.41,120222.74,2450084
2023-09-04 00:00:00,BTC,114890.17,116656.39,107028.47,107168.22,543086
2023-09-05 00:00:00,BTC,109687.17,111072.77,103976.9,108704.08,748626
2023-09-06 00:00:00,BTC,107673.53,113018.55,106038.2,110366.29,4147595
2023-09-07 00:00:00,BTC,110725.58,113645.74,106489.13,110128.01,1636623
2023-09-08 00:00:00,BTC,106704.38,110587.84,105557.99,106572.42,228991
2023-09-11 00:00:00,BTC,115260.21,116707.07,112041.06,113017.06,461351
2023-09-12 00:00:00,BTC,113526.95,117028.52,108497.98,113367.15,4317602
2023-09-13 00:00:00,BTC,112562.58,116749.87,107536.24,112955.34,924706
2023-09-14 00:00:00,BTC,113452.66,115437.37,106858.99,115367.1,784464
2023-09-15 00:00:00,BTC,115559.9,115559.9,107869.95,112143.91,776064
2023-09-18 00:00:00,BTC,106955.09,117134.38,105662.83,115253.36,3499638
2023-09-19 00:00:00,BTC,116865.76,123533.43,109737.72,115971.12,440845
2023-09-20 00:00:00,BTC,117944.98,117944.98,110313.28,112020.11,1379057
2023-09-21 00:00:00,BTC,112676.72,117606.9,110314.87,112759.04,787670
2023-09-22 00:00:00,BTC,109050.39,114515.65,103376.84,106134.13,857045
2023-09-25 00:00:00,BTC,108306.65,108851.53,101043.46,105744.93,1174691
2023-09-26 00:00:00,BTC,105801.18,107669.14,101387.47,104851.42,10004378
2023-09-27 00:00:00,BTC,103574.81,110647.56,101451.84,105775.4,2695163
2023-09-28 00:00:00,BTC,105403.6,114507.05,104429.04,113668.67,981967
2023-09-29 00:00:00,BTC,115490.77,118698.29,109638.21,112241.22,159098
2023-10-02 00:00:00,BTC,113746.69,117849.32,107494.46,116437.16,1498640
2023-10-03 00:00:00,BTC,113253.87,124135.79,113253.87,118989.33,362724
2023-10-04 00:00:00,BTC,114713.97,127865.91,114713.97,122038.4,7521984
2023-10-05 00:00:00,BTC,125139.91,128739.9,119627.46,124821.07,4601951
2023-10-06 00:00:00,BTC,125994.2,135167.34,123853.43,130965.73,6868282
2023-10-09 00:00:00,BTC,131398.0,134539.12,121004.26,133005.87,1193621
2023-10-10 00:00:00,BTC,133010.16,133743.38,124540.86,129551.32,167085
2023-10-11 00:00:00,BTC,130678.03,143241.88,120214.51,133623.26,1484870
2023-10-12 00:00:00,BTC,132074.94,154488.11,127305.56,147982.81,1983873
2023-10-13 00:00:00,BTC,147678.91,148959.1,140851.69,140974.84,1010215
2023-10-16 00:00:00,BTC,151496.46,158335.28,148993.69,157939.01,3543580
2023-10-17 00:00:00,BTC,161614.16,168187.14,153009.73,164062.41,2035602
2023-10-18 00:00:00,BTC,160206.15,162443.7,144191.68,148328.37,681682
2023-10-19 00:00:00,BTC,146495.0,151865.76,138080.33,143940.42,2483938
2023-10-20 00:00:00,BTC,148424.02,148424.02,134650.93,134924.0,633283
2023-10-23 00:00:00,BTC,138537.14,139441.57,132792.3,134952.14,1023728
2023-10-24 00:00:00,BTC,136374.73,137699.38,131065.01,137485.72,2786348
2023-10-25 00:00:00,BTC,137305.81,140082.42,122724.15,131852.71,749084
2023-10-26 00:00:00,BTC,134960.11,137892.34,129787.11,133308.81,1459325
2023-10-27 00:00:00,BTC,132834.9,137501.72,130188.83,135428.53,1114446
2023-10-30 00:00:00,BTC,144119.32,149691.89,137678.85,142769.99,4895816
2023-10-31 00:00:00,BTC,141509.68,146508.07,134226.05,137549.31,2085894
2023-11-01 00:00:00,BTC,140716.16,144722.84,127715.81,137566.55,1745991
2023-11-02 00:00:00,BTC,137242.46,149073.54,132248.16,142703.97,907498
2023-11-03 00:00:00,BTC,148982.45,149826.51,137961.91,142193.19,1059028
2023-11-06 00:00:00,BTC,140572.53,149878.05,140572.53,145887.44,1049101
2023-11-07 00:00:00,BTC,148316.54,159532.81,137885.02,147667.2,2524529
2023-11-08 00:00:00,BTC,150825.96,152451.94,142913.47,150833.54,3310709
2023-11-09 00:00:00,BTC,150174.15,158392.44,144497.99,150890.98,753378
2023-11-10 00:00:00,BTC,152234.13,161800.3,152109.6,154790.93,1526001
2023-11-13 00:00:00,BTC,150702.2,155538.59,142263.07,142707.81,582555
2023-11-14 00:00:00,BTC,143589.65,148266.68,137717.84,142191.59,1660122
2023-11-15 00:00:00,BTC,141996.13,148586.28,140383.62,145355.56,612260
2023-11-16 00:00:00,BTC,148387.95,153289.96,140612.23,151057.09,796956
2023-11-17 00:00:00,BTC,147562.14,157403.69,140715.47,149805.66,3678561
2023-11-20 00:00:00,BTC,151997.34,154241.94,146749.98,149940.75,1101143
2023-11-21 00:00:00,BTC,151114.37,155567.39,145047.92,152040.45,522017
2023-11-22 00:00:00,BTC,150793.62,161003.44,144096.64,153801.22,1164462
2023-11-23 00:00:00,BTC,154491.18,161588.5,149346.56,153870.38,1148213
2023-11-24 00:00:00,BTC,151801.12,154022.09,144180.8,144387.48,3247325
2023-11-27 00:00:00,BTC,152282.98,152322.5,146402.11,149718.43,2722454
2023-11-28 00:00:00,BTC,150688.88,151308.82,140012.87,147569.52,1276621
2023-11-29 00:00:00,BTC,142818.47,149776.5,135565.34,142543.08,978274
2023-11-30 00:00:00,BTC,142052.64,148173.52,137098.57,140694.37,2163547
2023-12-01 00:00:00,BTC,142703.38,149755.61,136407.83,144593.28,2110384
2023-12-04 00:00:00,BTC,131215.01,135628.31,128456.29,132524.02,2529642
2023-12-05 00:00:00,BTC,132197.11,138606.04,128179.5,130896.26,926744
2023-12-06 00:00:00,BTC,135010.35,135010.35,129729.85,131807.6,791472
2023-12-07 00:00:00,BTC,130086.19,142109.38,129571.41,135009.91,2565619
2023-12-08 00:00:00,BTC,136445.32,141569.99,127339.33,135844.18,886095
2023-12-11 00:00:00,BTC,141670.08,144729.54,134879.72,138490.65,3464163
2023-12-12 00:00:00,BTC,138504.85,145396.14,131994.31,142669.29,1615063
2023-12-13 00:00:00,BTC,145243.76,148709.0,138149.04,144030.54,2398185
2023-12-14 00:00:00,BTC,140312.1,148018.32,140312.1,144767.8,2104675
2023-12-15 00:00:00,BTC,148057.04,148057.04,137705.15,141434.46,1889534
2023-12-18 00:00:00,BTC,133832.32,140698.24,126007.89,130621.04,1486424
2023-12-19 00:00:00,BTC,133472.43,137639.29,127650.71,134728.23,811062
2023-12-20 00:00:00,BTC,135716.71,135716.71,121609.84,121827.55,1708537
2023-12-21 00:00:00,BTC,121714.94,122909.61,117105.64,118975.01,1208236
2023-12-22 00:00:00,BTC,119446.33,121578.36,111273.55,116616.12,2277236
2023-12-25 00:00:00,BTC,116336.21,123247.19,111458.14,119316.13,1014361
2023-12-26 00:00:00,BTC,119750.58,128320.32,119750.58,126913.01,1341786
2023-12-27 00:00:00,BTC,125511.1,131114.54,124790.64,127487.18,250488
2023-12-28 00:00:00,BTC,125507.06,136835.66,125507.06,131970.02,4299051
2023-12-29 00:00:00,BTC,136243.07,137099.89,125468.2,135445.33,1909963
2024-01-01 00:00:00,BTC,133604.08,133691.99,126233.78,129016.39,902307
2024-01-02 00:00:00,BTC,130279.72,136731.21,125587.58,133673.27,2151147
2024-01-03 00:00:00,BTC,136222.45,137783.92,127520.42,130100.47,2196074
2024-01-04 00:00:00,BTC,130412.46,139360.7,130412.46,132135.51,711872
2024-01-05 00:00:00,BTC,131030.15,141076.82,123571.86,138386.43,212337
2024-01-08 00:00:00,BTC,135107.46,149455.12,135107.46,147195.59,1650722
2024-01-09 00:00:00,BTC,145021.09,149522.94,133838.17,135552.86,3163373
2024-01-10 00:00:00,BTC,138349.42,138671.12,126555.94,131921.51,1340990
2024-01-11 00:00:00,BTC,135097.89,136492.24,122552.86,132292.06,3965772
2024-01-12 00:00:00,BTC,132927.33,137043.3,129715.2,133692.15,2688541
2024-01-15 00:00:00,BTC,134390.24,136569.02,124492.87,130900.95,9337782
2024-01-16 00:00:00,BTC,129259.81,136831.04,125616.79,136688.45,6375949
2024-01-17 00:00:00,BTC,136336.19,139292.56,131347.71,133527.16,3654847
2024-01-18 00:00:00,BTC,136816.87,136816.87,123268.26,128824.37,2896769
2024-01-19 00:00:00,BTC,127232.45,131835.72,124641.63,129677.39,1216557
2024-01-22 00:00:00,BTC,136867.84,137525.99,129308.04,129424.85,3947019
2024-01-23 00:00:00,BTC,134068.31,142967.98,130483.78,133536.57,3100367
2024-01-24 00:00:00,BTC,133051.03,138580.09,132261.81,138236.12,704878
2024-01-25 00:00:00,BTC,136060.49,146891.42,132988.83,144995.63,1583580
2024-01-26 00:00:00,BTC,146522.84,146522.84,134828.67,145175.43,1762437
2024-01-29 00:00:00,BTC,147733.64,151246.42,138881.42,147654.91,3669710
2024-01-30 00:00:00,BTC,147745.67,148024.29,137233.76,144813.16,707850
2020-01-01 00:00:00,COST,252.25,252.25,239.54,240.59,21561866
2020-01-02 00:00:00,COST,238.16,247.63,238.16,244.23,15462265
2020-01-03 00:00:00,COST,242.83,243.92,236.01,241.5,2694530
2020-01-06 00:00:00,COST,240.97,243.73,237.79,238.0,1066314
2020-01-07 00:00:00,COST,235.63,246.94,235.63,244.37,1773831
2020-01-08 00:00:00,COST,242.59,256.44,242.59,248.1,1750807
2020-01-09 00:00:00,COST,248.36,248.36,237.31,238.09,3684251
2020-01-10 00:00:00,COST,237.96,242.93,236.71,237.35,5151551
2020-01-13 00:00:00,COST,237.76,237.76,224.76,228.01,37006094
2020-01-14 00:00:00,COST,227.83,235.58,227.83,233.09,1848556
2020-01-15 00:00:00,COST,233.89,233.89,232.95,233.16,12170805
2020-01-16 00:00:00,COST,231.39,237.58,231.39,236.54,2941735
2020-01-17 00:00:00,COST,236.47,238.9,236.47,238.86,3542096
2020-01-20 00:00:00,COST,239.46,241.06,236.18,238.04,1126046
2020-01-21 00:00:00,COST,240.2,245.15,227.95,238.73,298422
2020-01-22 00:00:00,COST,240.58,240.58,228.98,232.06,6154230
2020-01-23 00:00:00,COST,233.77,233.77,229.55,230.13,5954811
2020-01-24 00:00:00,COST,231.63,231.63,228.74,229.3,15586518
2020-01-27 00:00:00,COST,227.05,237.74,227.05,237.53,3078157
2020-01-28 00:00:00,COST,237.96,238.44,233.48,235.29,1135507
2020-01-29 00:00:00,COST,235.48,235.48,221.23,226.81,15683902
2020-01-30 00:00:00,COST,225.92,232.4,225.92,231.23,3690911
2020-01-31 00:00:00,COST,231.71,231.71,227.82,228.24,4986755
2020-02-03 00:00:00,COST,228.67,228.67,216.37,220.5,1470552
2020-02-04 00:00:00,COST,220.97,220.97,213.1,216.41,12495655
2020-02-05 00:00:00,COST,216.63,216.63,212.27,212.52,2191180
2020-02-06 00:00:00,COST,212.4,212.8,210.91,210.98,1154521
2020-02-07 00:00:00,COST,212.63,214.94,212.63,214.79,4302554
2020-02-10 00:00:00,COST,218.58,218.58,212.57,214.91,3124419
2020-02-11 00:00:00,COST,213.91,219.66,213.91,217.72,5413006
2020-02-12 00:00:00,COST,217.38,217.38,214.35,216.51,736819
2020-02-13 00:00:00,COST,215.44,224.28,215.44,224.16,1941003
2020-02-14 00:00:00,COST,225.47,225.47,212.64,214.23,10874349
2020-02-17 00:00:00,COST,212.73,224.39,212.73,224.06,16482339
2020-02-18 00:00:00,COST,224.21,230.11,224.21,229.58,15904834
2020-02-19 00:00:00,COST,229.38,229.38,225.55,227.74,2320430
2020-02-20 00:00:00,COST,227.37,227.37,212.73,215.25,25961214
2020-02-21 00:00:00,COST,217.71,222.74,217.71,222.73,3421788
2020-02-24 00:00:00,COST,224.04,224.04,209.58,211.53,2854492
2020-02-25 00:00:00,COST,210.89,220.5,210.89,216.54,658530
2020-02-26 00:00:00,COST,218.04,218.04,212.99,214.23,1453892
2020-02-27 00:00:00,COST,213.64,220.75,213.64,219.19,10700036
2020-02-28 00:00:00,COST,216.37,216.37,212.8,213.47,8307676
2020-03-02 00:00:00,COST,215.71,215.9,209.99,212.97,1398378
2020-03-03 00:00:00,COST,214.08,214.08,211.74,211.86,4260733
2020-03-04 00:00:00,COST,208.93,220.45,208.93,220.44,737514
2020-03-05 00:00:00,COST,222.12,227.89,222.12,227.42,1823069
2020-03-06 00:00:00,COST,227.45,227.45,216.27,216.82,12509195
2020-03-09 00:00:00,COST,216.33,216.33,206.72,208.38,11222490
2020-03-10 00:00:00,COST,208.69,210.18,207.35,210.13,3229911
2020-03-11 00:00:00,COST,207.92,216.62,207.92,213.93,2330219
2020-03-12 00:00:00,COST,216.6,216.6,206.28,206.7,4914999
2020-03-13 00:00:00,COST,206.01,207.62,205.72,206.78,1264523
2020-03-16 00:00:00,COST,208.59,213.0,208.59,211.74,8489748
2020-03-17 00:00:00,COST,212.6,213.65,209.96,210.47,1465565
2020-03-18 00:00:00,COST,212.51,212.67,211.66,212.35,4740598
2020-03-19 00:00:00,COST,211.79,212.42,209.74,211.84,1057564
2020-03-20 00:00:00,COST,210.61,218.63,210.61,218.38,1799814
2020-03-23 00:00:00,COST,220.42,220.42,211.42,211.93,1102961
2020-03-24 00:00:00,COST,213.09,224.77,213.09,221.57,7612275
2020-03-25 00:00:00,COST,224.9,227.47,223.08,226.2,3177937
2020-03-26 00:00:00,COST,226.5,237.31,226.5,237.25,11605255
2020-03-27 00:00:00,COST,237.21,242.96,231.86,236.69,3601689
2020-03-30 00:00:00,COST,237.83,237.83,227.45,227.88,1363024
2020-03-31 00:00:00,COST,229.2,235.96,229.2,235.54,12236995
2020-04-01 00:00:00,COST,238.1,240.44,236.39,236.46,541636
2020-04-02 00:00:00,COST,235.93,240.0,235.93,238.1,387992
2020-04-03 00:00:00,COST,236.89,236.89,215.31,226.15,535059
2020-04-06 00:00:00,COST,228.3,228.3,219.83,219.87,1793882
2020-04-07 00:00:00,COST,221.39,221.39,218.45,218.74,2831689
2020-04-08 00:00:00,COST,217.11,221.25,217.11,220.84,2717392
2020-04-09 00:00:00,COST,221.36,221.36,217.99,218.11,4932810
2020-04-10 00:00:00,COST,216.29,230.69,216.29,229.12,2749550
2020-04-13 00:00:00,COST,230.2,230.2,226.61,228.5,8825409
2020-04-14 00:00:00,COST,227.04,227.04,226.9,226.98,269608
2020-04-15 00:00:00,COST,228.25,235.31,228.25,231.71,1788352
2020-04-16 00:00:00,COST,229.39,229.39,226.63,226.69,1473433
2020-04-17 00:00:00,COST,224.51,224.51,220.0,220.45,4940347
2020-04-20 00:00:00,COST,219.6,221.62,216.27,216.48,4216509
2020-04-21 00:00:00,COST,216.74,223.6,216.74,220.21,933547
2020-04-22 00:00:00,COST,219.46,220.43,218.21,219.33,10255417
2020-04-23 00:00:00,COST,217.4,226.11,217.4,225.44,6355698
2020-04-24 00:00:00,COST,225.73,225.73,223.36,223.52,9441157
2020-04-27 00:00:00,COST,218.96,218.96,214.06,214.32,3193500
2020-04-28 00:00:00,COST,214.01,214.01,208.17,208.38,1613357
2020-04-29 00:00:00,COST,205.88,216.13,205.88,215.33,19086261
2020-04-30 00:00:00,COST,216.71,220.55,216.71,220.06,5770839
2020-05-01 00:00:00,COST,218.14,218.88,217.81,218.3,2832571
2020-05-04 00:00:00,COST,220.6,220.6,218.81,219.98,40364703
2020-05-05 00:00:00,COST,218.61,220.41,214.78,216.55,1137857
2020-05-06 00:00:00,COST,216.28,216.28,210.65,214.38,7012768
2020-05-07 00:00:00,COST,217.18,217.18,201.44,209.69,6912556
2020-05-08 00:00:00,COST,206.87,220.67,205.78,214.57,5665269
2020-05-11 00:00:00,COST,215.64,215.64,209.57,215.18,6704989
2020-05-12 00:00:00,COST,213.08,213.08,202.62,203.78,8612373
2020-05-13 00:00:00,COST,204.2,208.35,204.16,204.4,806623
2020-05-14 00:00:00,COST,200.82,212.78,200.82,207.09,17108338
2020-05-15 00:00:00,COST,206.29,210.57,200.66,207.73,3330908
2020-05-18 00:00:00,COST,209.45,218.16,207.29,214.84,1403051
2020-05-19 00:00:00,COST,216.45,217.88,216.45,217.39,1182809
2020-05-20 00:00:00,COST,218.42,218.42,212.28,213.65,793433
2020-05-21 00:00:00,COST,210.65,217.09,210.65,214.23,3298398
2020-05-22 00:00:00,COST,215.62,215.62,211.44,211.47,10874340
2020-05-25 00:00:00,COST,211.02,211.02,203.91,208.03,519002
2020-05-26 00:00:00,COST,206.95,210.5,206.95,210.28,1771026
2020-05-27 00:00:00,COST,210.1,210.16,207.12,208.23,3258182
2020-05-28 00:00:00,COST,209.22,215.17,204.37,210.07,3478070
2020-05-29 00:00:00,COST,212.3,212.3,207.83,208.44,8481161
2020-06-01 00:00:00,COST,207.98,221.75,207.98,220.76,7521338
2020-06-02 00:00:00,COST,219.81,219.81,211.88,214.42,9412980
2020-06-03 00:00:00,COST,214.73,219.11,214.73,218.35,1679927
2020-06-04 00:00:00,COST,216.62,216.62,211.69,212.09,8052012
2020-06-05 00:00:00,COST,210.4,216.8,210.4,213.38,2771520
2020-06-08 00:00:00,COST,212.21,212.21,208.53,211.43,2253244
2020-06-09 00:00:00,COST,211.61,211.61,206.7,206.83,1338799
2020-06-10 00:00:00,COST,204.95,206.31,204.95,206.05,1254112
2020-06-11 00:00:00,COST,206.66,206.66,206.21,206.22,2712330
2020-06-12 00:00:00,COST,204.57,221.17,204.57,217.75,46377597
2020-06-15 00:00:00,COST,219.28,223.33,219.28,222.88,3428174
2020-06-16 00:00:00,COST,222.69,225.32,221.91,223.18,3760074
2020-06-17 00:00:00,COST,224.41,224.41,214.78,215.16,3694333
2020-06-18 00:00:00,COST,213.71,213.71,208.37,208.52,1810992
2020-06-19 00:00:00,COST,206.62,206.62,202.44,202.74,4367117
2020-06-22 00:00:00,COST,200.24,207.26,200.24,207.2,4787052
2020-06-23 00:00:00,COST,207.55,207.55,199.15,203.31,28056403
2020-06-24 00:00:00,COST,202.83,216.16,202.83,211.33,2048411
2020-06-25 00:00:00,COST,210.0,215.16,210.0,214.15,3842654
2020-06-26 00:00:00,COST,216.46,216.46,209.38,209.79,1154138
2020-06-29 00:00:00,COST,209.86,209.86,204.0,207.36,2767950
2020-06-30 00:00:00,COST,207.55,209.42,207.55,209.33,5363850
2020-07-01 00:00:00,COST,211.04,211.04,201.35,204.39,3778404
2020-07-02 00:00:00,COST,204.32,210.85,200.91,209.87,1226950
2020-07-03 00:00:00,COST,210.42,211.8,210.13,210.34,4756956
2020-07-06 00:00:00,COST,210.16,214.45,210.16,210.73,7898503
2020-07-07 00:00:00,COST,210.4,210.4,205.88,209.37,3658097
2020-07-08 00:00:00,COST,209.49,209.49,208.57,208.62,3123959
2020-07-09 00:00:00,COST,208.74,208.83,204.89,208.47,4137998
2020-07-10 00:00:00,COST,210.04,210.04,204.76,205.33,14260308
2020-07-13 00:00:00,COST,206.56,209.17,206.52,207.24,1912825
2020-07-14 00:00:00,COST,205.8,216.6,205.8,212.86,3892559
2020-07-15 00:00:00,COST,211.32,221.3,211.32,220.11,2711772
2020-07-16 00:00:00,COST,221.0,227.15,219.39,221.39,3600953
2020-07-17 00:00:00,COST,221.58,221.58,209.07,213.69,936661
2020-07-20 00:00:00,COST,212.91,212.91,204.94,207.38,4534984
2020-07-21 00:00:00,COST,206.45,217.39,206.45,216.42,611155
2020-07-22 00:00:00,COST,217.87,217.87,210.79,210.85,1111762
2020-07-23 00:00:00,COST,209.4,210.98,209.4,210.34,6625402
2020-07-24 00:00:00,COST,211.3,216.76,203.84,208.69,2634882
2020-07-27 00:00:00,COST,208.87,211.31,207.58,208.94,7450192
2020-07-28 00:00:00,COST,208.42,209.92,206.74,207.71,534044
2020-07-29 00:00:00,COST,206.64,206.87,204.84,205.52,5065247
2020-07-30 00:00:00,COST,203.91,207.82,203.34,205.71,3618756
2020-07-31 00:00:00,COST,205.27,224.14,205.27,222.52,2378313
2020-08-03 00:00:00,COST,222.78,224.48,222.44,223.18,1764219
2020-08-04 00:00:00,COST,220.15,222.01,218.7,220.09,8001062
2020-08-05 00:00:00,COST,221.66,221.66,220.02,220.02,2513278
2020-08-06 00:00:00,COST,220.66,231.46,220.61,226.41,1581727
2020-08-07 00:00:00,COST,222.91,227.43,221.44,226.88,3100651
2020-08-10 00:00:00,COST,221.76,226.95,221.76,226.39,6819846
2020-08-11 00:00:00,COST,226.46,227.41,222.27,223.81,1850341
2020-08-12 00:00:00,COST,224.36,224.36,218.39,218.6,3733235
2020-08-13 00:00:00,COST,218.57,218.57,214.89,214.95,3753684
2020-08-14 00:00:00,COST,213.6,216.45,212.06,213.88,976286
2020-08-17 00:00:00,COST,214.5,214.5,211.01,211.17,6070747
2020-08-18 00:00:00,COST,210.68,210.68,195.49,198.35,174464418
2020-08-19 00:00:00,COST,198.52,206.3,198.52,202.18,707440
2020-08-20 00:00:00,COST,202.23,207.04,201.11,203.68,4626552
2020-08-21 00:00:00,COST,201.55,207.98,201.55,207.41,1027463
2020-08-24 00:00:00,COST,205.92,214.96,202.61,207.37,1939952
2020-08-25 00:00:00,COST,206.92,214.36,206.92,212.62,744620
2020-08-26 00:00:00,COST,212.65,212.65,204.0,206.11,4380960
2020-08-27 00:00:00,COST,204.78,209.86,202.96,206.46,18445041
2020-08-28 00:00:00,COST,204.58,211.0,204.58,209.97,5779916
2020-08-31 00:00:00,COST,211.61,217.13,209.97,214.0,5397939
2020-09-01 00:00:00,COST,215.91,215.91,203.99,205.12,981692
2020-09-02 00:00:00,COST,205.64,216.15,205.64,209.46,2657479
2020-09-03 00:00:00,COST,213.48,213.48,205.84,207.0,6392079
2020-09-04 00:00:00,COST,209.42,211.11,209.42,210.68,2466167
2020-09-07 00:00:00,COST,211.28,211.28,200.44,206.65,1642528
2020-09-08 00:00:00,COST,207.1,207.1,196.3,200.27,1117203
2020-09-09 00:00:00,COST,199.38,211.48,193.09,202.26,4015539
2020-09-10 00:00:00,COST,199.24,217.71,199.24,217.36,4850664
2020-09-11 00:00:00,COST,218.37,218.37,216.39,216.85,9177021
2020-09-14 00:00:00,COST,219.31,223.6,219.3,219.66,5263193
2020-09-15 00:00:00,COST,218.7,224.01,217.02,218.66,16392811
2020-09-16 00:00:00,COST,218.38,218.59,207.42,212.35,2660547
2020-09-17 00:00:00,COST,209.59,218.68,204.06,212.24,12343992
2020-09-18 00:00:00,COST,212.74,213.87,210.87,212.44,8917514
2020-09-21 00:00:00,COST,212.63,219.61,212.63,219.5,583488
2020-09-22 00:00:00,COST,219.45,219.45,207.85,210.11,1425793
2020-09-23 00:00:00,COST,209.17,211.95,209.17,211.47,6888937
2020-09-24 00:00:00,COST,211.02,218.94,211.02,218.65,7675978
2020-09-25 00:00:00,COST,218.83,218.83,208.62,211.71,11936971
2020-09-28 00:00:00,COST,214.13,214.13,207.43,208.26,6565627
2020-09-29 00:00:00,COST,205.18,207.6,201.55,204.76,28192979
2020-09-30 00:00:00,COST,201.55,212.46,201.55,209.86,5398304
2020-10-01 00:00:00,COST,212.11,212.11,201.96,202.48,4351129
2020-10-02 00:00:00,COST,201.78,208.28,197.82,201.44,2567751
2020-10-05 00:00:00,COST,202.55,202.55,195.59,197.06,9317618
2020-10-06 00:00:00,COST,198.75,198.75,194.48,195.89,4376450
2020-10-07 00:00:00,COST,195.31,197.44,194.42,196.62,6836320
2020-10-08 00:00:00,COST,197.08,205.31,197.08,205.08,1038313
2020-10-09 00:00:00,COST,204.17,209.19,204.17,206.99,3721842
2020-10-12 00:00:00,COST,206.24,212.89,206.24,210.45,1379484
2020-10-13 00:00:00,COST,208.48,208.48,207.1,207.13,2352348
2020-10-14 00:00:00,COST,207.39,214.98,207.39,214.05,8156422
2020-10-15 00:00:00,COST,216.81,216.81,212.12,214.51,2174970
2020-10-16 00:00:00,COST,212.63,212.63,206.1,207.04,1870602
2020-10-19 00:00:00,COST,209.75,209.75,197.35,201.84,4418449
2020-10-20 00:00:00,COST,202.06,202.06,200.48,201.39,10949983
2020-10-21 00:00:00,COST,204.62,204.62,197.37,200.2,325558
2020-10-22 00:00:00,COST,201.36,209.59,201.36,206.0,925210
2020-10-23 00:00:00,COST,203.57,203.57,197.59,197.8,4205388
2020-10-26 00:00:00,COST,195.82,199.07,195.82,198.47,2339498
2020-10-27 00:00:00,COST,198.13,210.7,198.13,205.57,4884839
2020-10-28 00:00:00,COST,204.31,205.35,199.25,202.0,1483497
2020-10-29 00:00:00,COST,201.46,210.29,201.46,207.18,3130459
